console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
DS,PUZZLE,THQ,ImaginEngine,7.5,0.17,0.09,,0.06,0.02,0.15700374880966478
DS,PUZZLE,Atari,PlayV,7.5,0.17,0.05,,0.11,0.02,0.15700374880966478
WII,PUZZLE,Destineer,Magellan Interactive,7.5,0.17,0.16,,,0.01,0.15700374880966478
NS,PUZZLE,Rooster Teeth Games,TheMeatly Games,7.5,0.17,0.15,,,0.02,0.15700374880966478
DS,PUZZLE,Ignition Entertainment,"Buddiez, Inc.",7.2,0.17,0.1,0.05,0.01,0.01,0.15700374880966478
PS,STRATEGY,Bandai,Bandai,7.5,0.17,,0.16,,0.01,0.15700374880966478
PS2,STRATEGY,Jaleco,Jaleco Entertainment,7.4,0.17,0.08,,0.07,0.02,0.15700374880966478
NS,ROLE-PLAYING,Nintendo,Monolith Soft,7.5,0.16,0.08,0.02,0.05,0.01,0.1484200051182733
PS2,ROLE-PLAYING,Sony Computer Entertainment,SCEA,7.5,0.16,,0.16,,,0.1484200051182733
PS2,ROLE-PLAYING,Namco Bandai,CyberConnect2,7.5,0.16,,0.16,,,0.1484200051182733
WII,MISC,UFO Interactive,Tommo,7.5,0.16,0.15,,,0.01,0.1484200051182733
DS,MISC,Telegames,Cosmigo,7.5,0.16,0.15,,,0.01,0.1484200051182733
DS,MISC,Conspiracy Entertainment,Engine Software,7.5,0.16,0.14,,0.0,0.01,0.1484200051182733
WII,MISC,Ubisoft,Ludia Inc.,7.5,0.16,0.15,,,0.01,0.1484200051182733
3DS,MISC,Activision,n-Space,7.5,0.16,0.13,,0.01,0.02,0.1484200051182733
PS3,MISC,Bandai,Bandai Namco Games,7.5,0.16,,0.16,,,0.1484200051182733
PS2,MISC,MTV Games,Harmonix Music Systems,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
DS,MISC,TDK Core,TDK Core,7.5,0.16,,0.16,,,0.1484200051182733
PSP,MISC,Disney Interactive Studios,"Page 44 Studios, LLC",7.5,0.16,0.13,,0.02,0.02,0.1484200051182733
WII,MISC,Storm City Games,Game Life,7.5,0.16,0.15,,,0.01,0.1484200051182733
PSV,MISC,NIS America,Unknown,7.5,0.16,0.03,0.08,0.03,0.02,0.1484200051182733
DS,MISC,Majesco,Japan Art Media,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
WII,MISC,D3 Publisher,Tamsoft Corporation,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
PS3,MISC,Tecmo Koei,Unknown,7.5,0.16,0.02,0.11,0.02,0.01,0.1484200051182733
PS,MISC,Syscom,Unknown,7.5,0.16,,0.15,,0.01,0.1484200051182733
N64,FIGHTING,Ocean,Opus Studio,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
N64,FIGHTING,NewKidCo,VIS Entertainment,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
PS2,FIGHTING,Majesco,Digital Fiction,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PSP,FIGHTING,Namco Bandai,CyberConnect2,6.2,0.16,0.14,,0.0,0.01,0.1484200051182733
WII,FIGHTING,Midway Games,Midway Studios Los Angeles,5.3,0.16,0.14,,0.01,0.01,0.1484200051182733
WII,FIGHTING,Konami,Konami / Eighting,4.6,0.16,0.12,0.01,0.02,0.01,0.1484200051182733
DS,FIGHTING,Konami,Konami,7.5,0.16,,0.16,,,0.1484200051182733
PSP,FIGHTING,Majesco,Arc System Works,7.5,0.16,0.13,0.02,0.0,0.01,0.1484200051182733
PS4,FIGHTING,Namco Bandai Games,CyberConnect2,7.5,0.16,0.07,0.03,0.04,0.02,0.1484200051182733
DS,FIGHTING,Nintendo,Noise Inc.,7.4,0.16,0.01,0.12,0.02,0.0,0.1484200051182733
SNES,FIGHTING,Capcom,Capcom,7.5,0.16,,0.16,,0.0,0.1484200051182733
PS,FIGHTING,Acclaim Entertainment,Taito Corporation,7.5,0.16,0.01,0.13,0.01,0.01,0.1484200051182733
WII,MISC,Nordic Games,Nordic Games,3.5,0.16,,,0.14,0.02,0.1484200051182733
PS3,MISC,Electronic Arts,EA Bright Light,6.4,0.16,0.11,,0.03,0.02,0.1484200051182733
PSP,MISC,Ubisoft,Ubisoft Montreal,7.5,0.16,0.11,,0.03,0.03,0.1484200051182733
PS2,MISC,Midway Games,Digital Eclipse,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
DS,MISC,Nintendo,Nintendo,7.5,0.16,,0.16,,,0.1484200051182733
X360,MISC,505 Games,505 Games,7.5,0.16,0.11,,0.03,0.01,0.1484200051182733
PS2,MISC,Crave Entertainment,Realtime Associates,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
X360,MISC,Activision,Left Field Productions,6.9,0.16,0.15,,0.0,0.01,0.1484200051182733
DS,SIMULATION,Majesco,Nobilis,7.5,0.16,0.12,,0.02,0.01,0.1484200051182733
PS2,SIMULATION,VU Games,Warthog,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS3,SPORTS,Ubisoft,Ubisoft Vancouver,7.5,0.16,0.08,,0.05,0.03,0.1484200051182733
GC,SPORTS,Sega,Visual Concepts,7.5,0.16,0.12,,0.03,0.0,0.1484200051182733
SNES,SIMULATION,FCI,Tomcat System,7.5,0.16,,0.16,,0.0,0.1484200051182733
PSP,SIMULATION,Natsume,ArtePiazza,6.5,0.16,0.08,0.03,0.03,0.02,0.1484200051182733
N64,SIMULATION,Enix,Givro Corporation,7.5,0.16,,0.12,,0.04,0.1484200051182733
PSP,SIMULATION,Namco Bandai,ArtDink,7.5,0.16,,0.16,,,0.1484200051182733
DS,SIMULATION,Destineer,TechFront,7.5,0.16,0.15,,,0.01,0.1484200051182733
PS4,SIMULATION,Sold Out,Ghost Town Games,7.5,0.16,0.07,,0.06,0.03,0.1484200051182733
DS,FIGHTING,Sega,"Treasure Co., Ltd.",7.5,0.16,0.12,,0.02,0.01,0.1484200051182733
PS4,FIGHTING,Aksys Games,Arc System Works,7.5,0.16,0.08,0.02,0.04,0.02,0.1484200051182733
N64,RACING,Midway Games,Eurocom Entertainment Software,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
PS4,RACING,Milestone S.r.l,Milestone S.r.l.,7.5,0.16,0.07,0.01,0.06,0.03,0.1484200051182733
PS2,RACING,Atari,Beyond Games,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS2,RACING,LucasArts,Lucas Learning,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
GBA,RACING,THQ,Saffire Corporation,5.2,0.16,0.12,,0.04,0.0,0.1484200051182733
PS2,FIGHTING,Atlus,Examu Inc.,8.1,0.16,0.06,0.04,0.05,0.02,0.1484200051182733
WII,FIGHTING,Atari,"Pipeworks Software, Inc.",4.5,0.16,0.14,,0.0,0.01,0.1484200051182733
PC,MMO,Carbine Studios,Carbine Studios,7.5,0.16,0.08,,0.07,0.01,0.1484200051182733
PS,SPORTS,Aques,TOSE,7.5,0.16,,0.15,,0.01,0.1484200051182733
N64,SPORTS,Konami,Diamond Head,7.5,0.16,,0.12,,0.04,0.1484200051182733
WII,SPORTS,Electronic Arts,EA Canada,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
X360,SPORTS,2K Sports,2K Sports,7.2,0.16,0.13,,0.02,0.01,0.1484200051182733
PS,SPORTS,Victor Interactive,Victor Interactive Software,7.5,0.16,,0.15,,0.01,0.1484200051182733
DS,SPORTS,Nintendo,Tikipod,7.5,0.16,0.11,0.04,0.0,0.01,0.1484200051182733
XB,SPORTS,EA Sports,EA Canada,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
PSP,SPORTS,Konami,Konami,7.5,0.16,,0.16,,,0.1484200051182733
GBA,SPORTS,Activision,HotGen Studios,7.5,0.16,0.11,,0.04,0.0,0.1484200051182733
WII,SPORTS,Atari,10tacle Studios AG,3.1,0.16,0.15,,0.0,0.01,0.1484200051182733
X360,SPORTS,Midway Games,Midway Games,6.5,0.16,0.15,,0.0,0.01,0.1484200051182733
PS2,SPORTS,Sony Computer Entertainment,SCEE London Studio,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS2,SPORTS,Sega,Visual Concepts,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
WII,SPORTS,EA Sports,Team Fusion,5.3,0.16,0.15,,,0.01,0.1484200051182733
GBA,SPORTS,THQ,Independent Arts Software GmbH,7.5,0.16,0.12,,0.04,0.0,0.1484200051182733
PS,SPORTS,Namco,Namco,7.5,0.16,,0.15,,0.01,0.1484200051182733
PC,SPORTS,2K Sports,Visual Concepts,8.5,0.16,0.09,,0.05,0.02,0.1484200051182733
DS,SPORTS,Ubisoft,Spike Co.,7.5,0.16,0.15,,,0.01,0.1484200051182733
PSP,SPORTS,Sega,Sega,7.5,0.16,,0.16,,,0.1484200051182733
DS,SPORTS,Ubisoft,Lexis Numerique,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
X360,SPORTS,Aspyr,Nerjyzed Entertainment,7.5,0.16,0.15,,,0.01,0.1484200051182733
PS,SPORTS,EA Sports,EA Canada,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
GC,SPORTS,EA Sports,EA Redwood Shores,7.5,0.16,0.12,,0.03,0.0,0.1484200051182733
PS2,SPORTS,Activision,Shaba Games,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PSV,PLATFORM,Ubisoft,Ubisoft Montpellier,7.5,0.16,0.01,,0.12,0.03,0.1484200051182733
PS2,PLATFORM,Atari,Blitz Games,5.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS4,PLATFORM,System 3,System 3,7.5,0.16,0.06,,0.07,0.03,0.1484200051182733
3DS,MUSIC,Square Enix,Square Enix,7.5,0.16,,0.16,,,0.1484200051182733
X360,MUSIC,Ubisoft,Land Ho!,7.5,0.16,0.13,,0.02,0.02,0.1484200051182733
PS3,SPORTS,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",7.5,0.16,,0.16,,,0.1484200051182733
DS,SPORTS,Ubisoft,Lexis Numerique,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
SNES,SPORTS,Banpresto,Banpresto,7.5,0.16,,0.16,,,0.1484200051182733
PS,SPORTS,EA Sports,Extended Play Productions,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
3DS,SPORTS,Namco Bandai Games,Bandai Namco Games,7.5,0.16,,0.16,,,0.1484200051182733
PS,SPORTS,Sony Computer Entertainment,989 Sports,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
PS,SPORTS,Konami,Konami,7.5,0.16,,0.15,,0.01,0.1484200051182733
X360,SPORTS,Ubisoft,Ubisoft Montreal,6.1,0.16,0.1,,0.05,0.01,0.1484200051182733
PS3,SPORTS,2K Sports,Blue Castle Games,7.5,0.16,0.15,,,0.01,0.1484200051182733
PS2,SPORTS,Konami,PawaPuro Production,7.5,0.16,,0.16,,,0.1484200051182733
SNES,SPORTS,Konami,Konami,7.5,0.16,,0.16,,0.0,0.1484200051182733
XB,SPORTS,Activision,FUN Labs,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
SNES,SPORTS,Konami,Diamond Head,7.5,0.16,,0.16,,0.0,0.1484200051182733
DS,SIMULATION,Ubisoft,Handheld Games,7.5,0.16,0.14,,,0.01,0.1484200051182733
DS,PUZZLE,Ubisoft,Ubisoft,7.5,0.16,,,0.15,0.01,0.1484200051182733
XONE,PUZZLE,Rooster Teeth Games,TheMeatly Games,7.5,0.16,0.14,,,0.02,0.1484200051182733
DS,PUZZLE,Hudson Entertainment,Hudson Soft,7.5,0.16,0.13,0.01,0.0,0.01,0.1484200051182733
WII,PUZZLE,Unknown,Data Design Interactive,7.5,0.16,0.16,,,,0.1484200051182733
DS,PUZZLE,D3 Publisher,Infinite Interactive,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
XONE,PUZZLE,Activision,Exient Entertainment,7.5,0.16,0.11,,0.04,0.02,0.1484200051182733
WII,PUZZLE,Konami,Hudson Soft,7.4,0.16,0.09,0.0,0.05,0.01,0.1484200051182733
DS,PUZZLE,PlayV,PlayV,7.5,0.16,,,0.14,0.02,0.1484200051182733
X360,STRATEGY,LucasArts,Frontier Developments,7.5,0.16,0.13,,0.02,0.01,0.1484200051182733
PSP,STRATEGY,Konami,Konami,7.5,0.16,,0.16,,,0.1484200051182733
GBA,PUZZLE,Namco,Namco,7.5,0.16,0.0,0.15,0.0,0.0,0.1484200051182733
PSP,STRATEGY,Namco Bandai,Bandai Namco Games,7.5,0.16,,0.16,,,0.1484200051182733
PS2,PLATFORM,Infogrames,Blitz Games,5.7,0.16,0.08,,0.06,0.02,0.1484200051182733
XONE,PLATFORM,Namco Bandai Games,Tarsier Studios,7.5,0.16,0.12,,0.03,0.02,0.1484200051182733
PS3,FIGHTING,Ignition Entertainment,SNK Playmore Corporation,6.0,0.16,0.11,0.03,0.01,0.01,0.1484200051182733
PS2,FIGHTING,Namco Bandai,Namco Bandai Games,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS2,PLATFORM,Midway Games,Midway,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
WII,PLATFORM,Konami,Konami,7.5,0.16,0.14,0.01,0.0,0.01,0.1484200051182733
GC,PLATFORM,D3 Publisher,Monkey Bar Games,7.5,0.16,0.12,,0.03,0.0,0.1484200051182733
WII,PLATFORM,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.03,0.02,0.01,0.1484200051182733
GC,SHOOTER,TDK Mediactive,Vicious Cycle,7.2,0.16,0.13,,0.03,0.0,0.1484200051182733
N64,SHOOTER,Crave Entertainment,Syrox Developments,5.6,0.16,0.13,,0.03,0.0,0.1484200051182733
N64,SHOOTER,Activision,"Z-Axis, Ltd.",7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
X360,SHOOTER,Activision,Edge of Reality,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
PS2,SHOOTER,Crave Entertainment,Point of View,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
DS,ACTION,Buena Vista,WayForward Technologies,7.5,0.16,0.15,,,0.01,0.1484200051182733
WII,ACTION,THQ,Blitz Games,7.5,0.16,0.14,,0.0,0.01,0.1484200051182733
GBA,ACTION,THQ,Helixe,7.5,0.16,0.11,,0.04,0.0,0.1484200051182733
N64,ACTION,Ubisoft,Argonaut Games,6.8,0.16,0.13,,0.03,0.0,0.1484200051182733
N64,ACTION,BAM! Entertainment,VIS Entertainment,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
DS,ACTION,THQ,Altron,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
DS,ACTION,Vivendi Games,Amaze Entertainment,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
DS,ACTION,Crave Entertainment,Glyphic Entertainment,7.5,0.16,0.15,,,0.01,0.1484200051182733
XB,ACTION,KOEI,Omega Force,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
WII,ACTION,Crave Entertainment,High Voltage Software,7.5,0.16,0.15,,,0.01,0.1484200051182733
GC,ACTION,THQ,Heavy Iron Studios,6.7,0.16,0.12,,0.03,0.0,0.1484200051182733
DS,ACTION,THQ,THQ,7.5,0.16,0.15,,,0.01,0.1484200051182733
WII,ACTION,Activision,Now Production,7.5,0.16,0.14,,0.0,0.01,0.1484200051182733
GC,ACTION,VU Games,Eurocom Entertainment Software,7.5,0.16,0.12,,0.03,0.0,0.1484200051182733
PS3,ACTION,Warner Bros. Interactive,Deadline Games,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
X360,ACTION,Telltale Games,Telltale Games,7.5,0.16,0.15,,,0.01,0.1484200051182733
X360,ACTION,Ignition Entertainment,Ignition Entertainment,8.0,0.16,0.07,0.03,0.05,0.01,0.1484200051182733
PSP,ACTION,Activision,Shaba Games,7.7,0.16,0.12,,0.02,0.02,0.1484200051182733
PS4,ACTION,Sony Interactive Entertainment,Rebellion Developments,7.5,0.16,0.09,,0.04,0.03,0.1484200051182733
3DS,ACTION,Namco Bandai,Unknown,7.5,0.16,,0.16,,,0.1484200051182733
PS3,ACTION,Ubisoft,Ubisoft,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
X360,ACTION,Tecmo Koei,Omega Force,7.5,0.16,0.09,0.03,0.03,0.01,0.1484200051182733
PS2,ACTION,Tecmo,Tecmo,7.8,0.16,0.08,,0.06,0.02,0.1484200051182733
PS3,ACTION,Rising Star Games,Access Games,7.5,0.16,0.08,0.0,0.05,0.03,0.1484200051182733
PSP,STRATEGY,Sierra Entertainment,Radical Entertainment,6.4,0.16,0.15,,0.0,0.01,0.1484200051182733
PSP,STRATEGY,Sony Online Entertainment,Sony Online Entertainment,7.7,0.16,0.14,,0.0,0.01,0.1484200051182733
WII,STRATEGY,Konami,Konami,7.5,0.16,0.11,0.02,0.02,0.01,0.1484200051182733
DS,STRATEGY,Sega,Sega,7.5,0.16,,0.16,,,0.1484200051182733
XB,STRATEGY,Atari,Secret Level,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
GC,MISC,Midway Games,Backbone Entertainment,7.2,0.16,0.13,,0.03,0.0,0.1484200051182733
PS2,MISC,Activision,Zoe Mode,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
DS,MISC,THQ,TBA,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
WII,STRATEGY,2K Games,Firaxis Games,6.5,0.16,0.13,,0.02,0.01,0.1484200051182733
DS,STRATEGY,Majesco,Majesco,7.5,0.16,0.15,,,0.01,0.1484200051182733
N64,STRATEGY,Nintendo,Mass Media,8.0,0.16,0.13,,0.03,0.0,0.1484200051182733
WII,MISC,Electronic Arts,EA Salt Lake,7.5,0.16,0.1,,0.04,0.02,0.1484200051182733
WII,MISC,Electronic Arts,Electronic Arts,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
PS,MISC,Hudson Soft,Hudson Soft,7.5,0.16,,0.15,,0.01,0.1484200051182733
3DS,ADVENTURE,Ubisoft,Ubisoft,7.0,0.16,0.07,,0.07,0.01,0.1484200051182733
DS,ADVENTURE,Konami,Tenky,7.5,0.16,0.03,0.11,0.01,0.0,0.1484200051182733
X360,ADVENTURE,DreamCatcher Interactive,Frogwares,7.5,0.16,0.11,,0.04,0.01,0.1484200051182733
DS,ADVENTURE,THQ,Artificial Mind and Movement,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
PSV,ACTION-ADVENTURE,Warner Bros. Interactive Entertainment,TT Fusion,7.5,0.16,0.02,,0.1,0.03,0.1484200051182733
WII,ACTION-ADVENTURE,Activision,Beenox,7.5,0.16,0.1,,0.04,0.01,0.1484200051182733
X360,ACTION-ADVENTURE,Konami Digital Entertainment,Kojima Productions,7.5,0.16,0.1,,0.05,0.01,0.1484200051182733
PS2,ADVENTURE,Acclaim Entertainment,Acclaim Studios Teesside,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS,ADVENTURE,Infogrames,Darkworks,7.2,0.16,0.09,,0.06,0.01,0.1484200051182733
PS2,ADVENTURE,Bandai,Cavia Inc.,6.6,0.16,0.08,,0.06,0.02,0.1484200051182733
SAT,ADVENTURE,Imagineer,C's Ware,7.5,0.16,,0.16,,,0.1484200051182733
XONE,ADVENTURE,Telltale Games,Telltale Games,7.5,0.16,0.08,,0.06,0.01,0.1484200051182733
PS4,ACTION-ADVENTURE,Sony Computer Entertainment,Bluepoint Games,7.9,0.16,0.02,0.05,0.06,0.02,0.1484200051182733
3DS,ACTION-ADVENTURE,D3Publisher,Way Forward,7.5,0.16,0.1,,0.04,0.01,0.1484200051182733
PSV,ACTION-ADVENTURE,Warner Bros. Interactive Entertainment,TT Fusion,7.5,0.16,0.01,,0.11,0.04,0.1484200051182733
3DS,ACTION-ADVENTURE,Namco Bandai Games,Namco Bandai Games,8.0,0.16,0.08,0.04,0.02,0.01,0.1484200051182733
WIIU,ACTION-ADVENTURE,THQ,Vigil Games,8.2,0.16,0.07,,0.07,0.01,0.1484200051182733
3DS,ACTION-ADVENTURE,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.03,0.08,0.01,0.1484200051182733
PS4,ACTION-ADVENTURE,Capcom,Capcom,7.5,0.16,0.08,,0.05,0.03,0.1484200051182733
PC,ACTION-ADVENTURE,Square Enix,Avalanche Studios,7.6,0.16,0.03,,0.12,0.01,0.1484200051182733
XONE,ACTION,Namco Bandai Games,Namco Bandai Games,7.5,0.16,0.15,,,0.02,0.1484200051182733
PSV,ACTION,Xseed Games,Acquire,7.5,0.16,0.04,0.08,0.02,0.02,0.1484200051182733
PS3,ACTION,Namco Bandai,BottleRocket,7.5,0.16,0.13,,0.02,0.02,0.1484200051182733
X360,ACTION,Namco Bandai,Game Republic,3.8,0.16,0.08,0.0,0.06,0.02,0.1484200051182733
PSP,ACTION,Activision,Now Production,7.5,0.16,0.09,,0.04,0.03,0.1484200051182733
GBA,ACTION,Namco,Torus Games,6.6,0.16,0.12,,0.04,0.0,0.1484200051182733
GBA,ACTION,NewKidCo,Cinegroupe,7.5,0.16,0.12,,0.04,0.0,0.1484200051182733
PSP,ACTION,Capcom,Access Games,7.5,0.16,,0.16,,,0.1484200051182733
PS4,ACTION,Tecmo Koei,Omega Force,7.5,0.16,0.07,0.05,0.02,0.02,0.1484200051182733
PS,ACTION,Eidos Interactive,Attention To Detail,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
3DS,ACTION,Marvelous Interactive,Marvelous Interactive,7.5,0.16,,0.16,,,0.1484200051182733
GBA,ACTION,TDK Mediactive,Taniko,7.5,0.16,0.11,,0.04,0.0,0.1484200051182733
PS,ACTION,Electronic Arts,Origin Systems,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
X360,ACTION,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.06,0.02,0.01,0.1484200051182733
PS3,SHOOTER,Activision,Sand Grain Studios,7.5,0.16,0.15,,0.0,0.02,0.1484200051182733
PS3,SHOOTER,LucasArts,Day 1 Studios,4.0,0.16,0.11,,0.04,0.02,0.1484200051182733
3DS,ADVENTURE,Ubisoft,Ubisoft Montpellier,7.5,0.16,0.05,,0.09,0.02,0.1484200051182733
GBA,ADVENTURE,Capcom,Capcom,7.5,0.16,,0.16,,,0.1484200051182733
PS,SHOOTER,Sony Computer Entertainment,Namco,7.5,0.16,,0.15,,0.01,0.1484200051182733
XB,SHOOTER,Microsoft Game Studios,Bungie Studios,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
PC,SHOOTER,Activision,Bungie,7.5,0.16,0.09,,0.05,0.01,0.1484200051182733
X360,ADVENTURE,Codemasters,Team17 Software,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
PS2,ADVENTURE,Atari,Eden Games,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
WII,ADVENTURE,Scholastic Inc.,Gusto Games,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
SNES,ADVENTURE,ChunSoft,ChunSoft,7.5,0.16,,0.16,,,0.1484200051182733
XB,SHOOTER,Electronic Arts,Free Radical Design,7.5,0.16,0.12,,0.03,0.01,0.1484200051182733
PC,SHOOTER,Electronic Arts,People Can Fly,8.7,0.16,0.07,,0.08,0.02,0.1484200051182733
PS3,SHOOTER,Sierra Entertainment,Saber Interactive,7.5,0.16,0.14,,0.0,0.02,0.1484200051182733
PS2,SHOOTER,Konami,Konami Computer Entertainment Tokyo,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
PS2,ADVENTURE,Activision,Sand Grain Studios,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
DS,ACTION,Namco Bandai,Game Republic,6.9,0.16,0.05,0.08,0.02,0.01,0.1484200051182733
GBA,ACTION,THQ,THQ,7.5,0.16,0.11,,0.04,0.0,0.1484200051182733
PSV,ACTION,Namco Bandai,Acquire,7.5,0.16,0.05,0.02,0.06,0.03,0.1484200051182733
WII,ACTION,Vir2L Studios,N-Fusion Interactive,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
PSV,ACTION,Namco Bandai Games,Namco Bandai Games,7.5,0.16,,0.16,,,0.1484200051182733
X360,ACTION,Activision,Activision,6.2,0.16,0.14,,,0.01,0.1484200051182733
PS3,ACTION,Namco Bandai Games,Banpresto,7.5,0.16,,0.16,,,0.1484200051182733
PS4,ROLE-PLAYING,Paradox Interactive,Obsidian Entertainment,8.3,0.16,0.11,,0.02,0.03,0.1484200051182733
PS4,ROLE-PLAYING,Sega,Media.Vision,7.5,0.16,0.04,0.07,0.03,0.02,0.1484200051182733
PS3,ROLE-PLAYING,NIS America,Compile Heart,7.5,0.16,0.04,0.08,0.03,0.01,0.1484200051182733
PSP,ROLE-PLAYING,Square Enix,Square Enix,7.5,0.16,,0.16,,,0.1484200051182733
3DS,ROLE-PLAYING,Namco Bandai Games,Namco Bandai Games,7.5,0.16,,0.16,,,0.1484200051182733
PSP,ROLE-PLAYING,2K Games,SuperVillain Studios,7.5,0.16,0.13,,0.02,0.02,0.1484200051182733
PSP,ROLE-PLAYING,Falcom Corporation,Nihon Falcom Corporation,7.5,0.16,,0.16,,,0.1484200051182733
PS,ROLE-PLAYING,ASCII Entertainment,From Software,7.1,0.16,0.09,,0.06,0.01,0.1484200051182733
PS4,ROLE-PLAYING,Namco Bandai Games,Media.Vision,7.5,0.16,0.05,0.04,0.05,0.02,0.1484200051182733
X360,ROLE-PLAYING,Namco Bandai,OmiyaSoft,7.7,0.16,0.12,0.03,,0.01,0.1484200051182733
PS2,SIMULATION,Sammy Corporation,"Asmik Ace Entertainment, Inc.",7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
X360,SIMULATION,Activision,Gaijin Entertainment,6.8,0.16,0.12,,0.03,0.01,0.1484200051182733
WII,SIMULATION,Majesco,Torus Games,7.5,0.16,0.14,,0.01,0.01,0.1484200051182733
PS3,SIMULATION,Ubisoft,Transmission Games,7.5,0.16,0.12,,0.02,0.02,0.1484200051182733
GBA,SIMULATION,THQ,ValuSoft,7.5,0.16,0.12,,0.04,0.0,0.1484200051182733
DS,ROLE-PLAYING,Atlus,Success,7.5,0.16,0.16,,,,0.1484200051182733
DS,ROLE-PLAYING,Natsume,Neverland Company,7.8,0.16,0.11,0.03,,0.01,0.1484200051182733
GBA,RACING,Infogrames,Crawfish Interactive,7.5,0.16,0.12,,0.04,0.0,0.1484200051182733
N64,RACING,Midway Games,Atari Games,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
N64,RACING,THQ,Looking Glass Studios,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
PS2,ROLE-PLAYING,Banpresto,Flight-Plan,7.5,0.16,,0.16,,,0.1484200051182733
DS,ROLE-PLAYING,Sierra Entertainment,Amaze Entertainment,6.8,0.16,0.13,,0.02,0.01,0.1484200051182733
PS,RACING,Square,SquareSoft,7.5,0.16,,0.15,,0.01,0.1484200051182733
GBA,RACING,THQ,Tiertex Design Studios,7.5,0.16,0.11,,0.04,0.0,0.1484200051182733
PS,RACING,Ubisoft,Vivid Image,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
PS,RACING,Vatical Entertainment,Vicarious Visions,7.5,0.16,0.09,,0.06,0.01,0.1484200051182733
PS2,RACING,Electronic Arts,EA Sports,7.5,0.16,0.06,0.03,0.05,0.02,0.1484200051182733
WII,RACING,Activision,Torus Games,7.5,0.16,0.15,,0.0,0.01,0.1484200051182733
GC,RACING,THQ,Climax Group,7.5,0.16,0.13,,0.03,0.0,0.1484200051182733
GC,RACING,VU Games,Radical Entertainment,7.5,0.16,0.12,,0.03,0.0,0.1484200051182733
PS3,RACING,Ubisoft,Milestone S.r.l,7.5,0.16,,,0.13,0.03,0.1484200051182733
