console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
X360,ACTION,Sega,The Creative Assembly,6.2,0.44,0.16,,0.23,0.05,0.3646431135879093
DS,ACTION,Activision,Vicarious Visions,7.5,0.44,0.26,,0.14,0.04,0.3646431135879093
X360,ACTION,Activision,High Moon Studios,7.5,0.44,0.26,,0.14,0.04,0.3646431135879093
PS3,ACTION,LucasArts,Krome Studios,7.5,0.44,0.19,,0.18,0.07,0.3646431135879093
DS,ACTION,Activision,Behaviour Interactive Inc.,7.5,0.44,0.32,,0.08,0.04,0.3646431135879093
PS2,ACTION,Konami,Konami,7.5,0.44,0.22,,0.17,0.06,0.3646431135879093
PS3,ACTION,Tecmo Koei,Team Ninja,7.5,0.44,0.19,0.11,0.09,0.05,0.3646431135879093
PS2,ACTION,VU Games,Saffire Corporation,7.5,0.44,0.22,,0.17,0.06,0.3646431135879093
WII,MISC,Knowledge Adventure,Knowledge Adventure Inc.,7.5,0.44,0.41,,,0.03,0.3646431135879093
PS2,MISC,Namco,Namco,7.5,0.44,,0.44,,,0.3646431135879093
PS3,SPORTS,Konami Digital Entertainment,PES Productions,7.5,0.44,0.11,0.16,0.12,0.05,0.3646431135879093
PS3,SPORTS,Activision,Neversoft Entertainment,7.5,0.44,0.36,,0.05,0.04,0.3646431135879093
XONE,SPORTS,EA Sports,EA Vancouver,7.5,0.44,0.3,,0.1,0.04,0.3646431135879093
X360,SPORTS,EA Sports,EA Canada,7.3,0.44,0.15,0.0,0.25,0.03,0.3646431135879093
DS,SIMULATION,Activision,Humagade,7.5,0.44,0.4,,0.0,0.03,0.3646431135879093
DS,SIMULATION,Electronic Arts,Griptonite Games,7.5,0.44,0.4,0.02,0.01,,0.3646431135879093
WII,SIMULATION,Konami,Bemani,7.5,0.44,0.26,,0.14,0.04,0.3646431135879093
